time,avg_generation solar,avg_generation wind onshore,avg_total load actual,max_generation solar,max_generation wind onshore,max_total load actual
2016-01-14,253.91666666666666,7450.291666666667,31903.5,988.0,10262.0,36701.0
2016-01-15,543.2916666666666,8878.416666666666,31718.583333333332,1971.0,12360.0,36107.0
2016-01-16,1170.3333333333333,7480.458333333333,28813.416666666668,3994.0,9603.0,32998.0
2016-01-17,573.6666666666666,5441.958333333333,27398.916666666668,2294.0,7687.0,33461.0
2016-01-18,568.5833333333334,9765.041666666666,32316.0,2088.0,11945.0,37724.0
2016-01-19,469.2083333333333,3348.0,32520.041666666668,1870.0,7122.0,38071.0
2016-01-20,464.75,2753.875,32362.541666666668,1862.0,4451.0,37527.0
2016-01-21,443.5416666666667,4413.916666666667,32217.125,1688.0,5047.0,37468.0
2016-01-22,382.375,3593.5833333333335,31611.875,1263.0,4802.0,35967.0
2016-01-23,641.75,2823.375,27689.625,2498.0,3456.0,31254.0
2016-01-24,897.2083333333334,5276.083333333333,25622.708333333332,3393.0,7920.0,31188.0
2016-01-25,534.2916666666666,3459.0,30373.958333333332,2109.0,7939.0,35742.0
2016-01-26,445.6666666666667,1998.0,31065.458333333332,1698.0,3208.0,36244.0
2016-01-27,540.625,4134.75,31095.75,2063.0,4885.0,36066.0
2016-01-28,388.125,2652.0833333333335,31070.625,1539.0,4040.0,36105.0
2016-01-29,395.625,2379.9583333333335,30808.833333333332,1438.0,3290.0,34921.0
2016-01-30,871.4583333333334,6174.708333333333,27659.75,3144.0,10228.0,31771.0
2016-01-31,915.0833333333334,8573.25,25631.75,3177.0,11465.0,30858.0
2016-02-01,544.2916666666666,9441.833333333334,24549.375,2190.0,11408.0,29207.0
2016-02-02,727.0,2391.9166666666665,30611.625,2540.0,8607.0,35570.0
2016-02-03,1756.125,10013.458333333334,31101.5,4931.0,13398.0,36245.0
2016-02-04,1889.125,4665.083333333333,26181.0,4915.0,8800.0,29850.0
2016-02-05,2704.0416666666665,6362.0,25405.333333333332,5792.0,8549.0,29634.0
2016-02-06,2361.5416666666665,2275.625,28218.541666666668,5371.0,4783.0,31936.0
2016-02-07,2459.6666666666665,3909.8333333333335,27577.541666666668,5241.0,7156.0,31060.0
2016-02-08,2387.2083333333335,2996.2916666666665,31113.833333333332,5212.0,4639.0,36416.0
2016-02-09,2036.625,2124.75,31620.666666666668,5104.0,3450.0,37258.0
2016-02-10,1726.4583333333333,1651.875,23442.166666666668,4748.0,2449.0,28144.0
2016-02-11,1057.375,1406.125,27896.125,3616.0,1780.0,32810.0
2016-02-12,528.375,2075.5416666666665,30952.083333333332,2188.0,14798.0,35214.0
2016-02-13,301.5416666666667,14349.583333333334,27655.541666666668,1272.0,15569.0,31105.0
2016-02-14,471.0416666666667,12283.958333333334,26112.625,1802.0,14785.0,31528.0
2016-02-15,904.9166666666666,13608.916666666666,31521.708333333332,2886.0,15078.0,37014.0
2016-02-16,1589.25,9035.833333333334,32138.791666666668,4752.0,12805.0,37607.0
2016-02-17,1502.5416666666667,5794.291666666667,32575.083333333332,4947.0,7988.0,38239.0
2016-02-18,518.2916666666666,3948.75,32741.25,1733.0,5808.0,38126.0
2016-02-19,1057.75,3025.875,32135.875,3200.0,4255.0,36648.0
2016-02-20,1528.7916666666667,3405.2083333333335,28402.125,4671.0,5007.0,32462.0
2016-02-21,932.9583333333334,4903.083333333333,26351.791666666668,3275.0,6263.0,31778.0
2016-02-22,1080.4583333333333,3504.4583333333335,30640.458333333332,3696.0,6076.0,35747.0
2016-02-23,1337.4583333333333,7225.958333333333,30757.708333333332,4235.0,8808.0,35877.0
2016-02-24,743.1666666666666,6304.333333333333,31075.333333333332,2422.0,7385.0,35813.0
2016-02-25,884.5833333333334,8433.958333333334,30804.791666666668,2943.0,9598.0,35626.0
2016-02-26,336.875,8779.5,31402.958333333332,1408.0,11698.0,35677.0
2016-02-27,659.75,12268.666666666666,28937.791666666668,2237.0,13260.0,33512.0
2016-02-28,938.3333333333334,11555.541666666666,26593.541666666668,3236.0,12198.0,32099.0
2016-02-29,1518.1666666666667,11641.708333333334,30435.416666666668,4434.0,12552.0,36013.0
2016-03-01,182.75,12859.083333333334,24622.75,727.0,15435.0,29417.0
2016-03-02,682.7083333333334,8015.166666666667,30746.416666666668,2466.0,10057.0,35830.0
2016-03-03,1875.2916666666667,8333.25,30691.625,5173.0,9887.0,35745.0
2016-03-04,980.2083333333334,9450.166666666666,24729.0,2947.0,12536.0,30265.0
2016-03-05,2688.75,6434.541666666667,27656.791666666668,5744.0,7561.0,31496.0
2016-03-06,2163.2916666666665,2354.5416666666665,28260.625,4951.0,7078.0,32319.0
2016-03-07,2352.6666666666665,6119.583333333333,25672.416666666668,5233.0,8399.0,29532.0
2016-03-08,2316.0833333333335,2535.2083333333335,31436.083333333332,5115.0,4896.0,36910.0
2016-03-09,1868.9583333333333,2356.625,28673.958333333332,4806.0,3209.0,32629.0
2016-03-10,1753.8333333333333,3294.5,28102.0,4862.0,4847.0,33081.0
2016-03-11,690.5416666666666,1586.875,28386.875,2561.0,2055.0,32828.0
2016-03-12,357.7083333333333,5307.083333333333,28017.583333333332,1325.0,8803.0,31615.0
2016-03-13,2141.125,6527.291666666667,25674.875,5478.0,7589.0,31713.0
2016-03-14,1593.4166666666667,2900.3333333333335,31054.5,4255.0,5919.0,36647.0
2016-03-15,830.2083333333334,2050.6666666666665,31514.708333333332,2584.0,4108.0,36715.0
2016-03-16,1328.4583333333333,6336.833333333333,31065.833333333332,3642.0,8338.0,36557.0
2016-03-17,1348.4583333333333,1707.0,31141.458333333332,3793.0,2885.0,36274.0
2016-03-18,625.5833333333334,1935.0,30770.083333333332,2183.0,2587.0,35274.0
2016-03-19,745.2916666666666,2840.0416666666665,27258.041666666668,2440.0,3500.0,31215.0
2016-03-20,971.4583333333334,2044.5833333333333,25309.041666666668,2823.0,2389.0,30600.0
2016-03-21,675.9166666666666,4493.958333333333,29862.583333333332,2146.0,6572.0,35206.0
2016-03-22,731.0416666666666,6371.75,29863.333333333332,2310.0,9492.0,34479.0
2016-03-23,1274.75,11191.375,29211.375,3656.0,12979.0,33353.0
2016-03-24,2215.875,5732.583333333333,25376.291666666668,5682.0,9743.0,29181.0
2016-03-25,1529.0416666666667,6716.375,23603.125,3986.0,7634.0,27478.0
2016-03-26,1174.0416666666667,9351.458333333334,24480.833333333332,3222.0,12185.0,29266.0
