time,generation solar
2015-06-21 00:00:00+00:00,3790.076923076923
2015-06-22 00:00:00+00:00,3561.153846153846
2015-06-23 00:00:00+00:00,3822.6923076923076
2015-06-24 00:00:00+00:00,4005.230769230769
2015-06-25 00:00:00+00:00,4202.2307692307695
2015-06-26 00:00:00+00:00,4256.461538461538
2015-06-27 00:00:00+00:00,4209.923076923077
2015-06-28 00:00:00+00:00,4176.307692307692
2015-06-29 00:00:00+00:00,4135.461538461538
2015-06-30 00:00:00+00:00,3793.6923076923076
2015-07-01 00:00:00+00:00,1267.4615384615386
2015-07-02 00:00:00+00:00,1155.5384615384614
2015-07-03 00:00:00+00:00,3611.6153846153848
2015-07-04 00:00:00+00:00,2516.230769230769
2015-07-05 00:00:00+00:00,4028.923076923077
2015-07-06 00:00:00+00:00,3483.6153846153848
2015-07-07 00:00:00+00:00,3512.846153846154
2015-07-08 00:00:00+00:00,1903.923076923077
2015-07-09 00:00:00+00:00,2073.846153846154
2015-07-10 00:00:00+00:00,2520.3076923076924
2015-07-11 00:00:00+00:00,2538.230769230769
2015-07-12 00:00:00+00:00,509.0769230769231
2015-07-13 00:00:00+00:00,4182.307692307692
2015-07-14 00:00:00+00:00,4136.076923076923
2015-07-15 00:00:00+00:00,3870.230769230769
2015-07-16 00:00:00+00:00,3428.4615384615386
2015-07-17 00:00:00+00:00,2224.0
2015-07-18 00:00:00+00:00,3543.076923076923
2015-07-19 00:00:00+00:00,3673.769230769231
2015-07-20 00:00:00+00:00,3960.230769230769
2015-07-21 00:00:00+00:00,3905.153846153846
2015-07-22 00:00:00+00:00,3973.5384615384614
2015-07-23 00:00:00+00:00,3997.3846153846152
2015-07-24 00:00:00+00:00,4040.3846153846152
2015-07-25 00:00:00+00:00,4129.615384615385
2015-07-26 00:00:00+00:00,4026.923076923077
2015-07-27 00:00:00+00:00,4089.3846153846152
2015-07-28 00:00:00+00:00,3990.3846153846152
2015-07-29 00:00:00+00:00,3848.6923076923076
2015-07-30 00:00:00+00:00,3686.076923076923
2015-07-31 00:00:00+00:00,2983.076923076923
2015-08-01 00:00:00+00:00,1585.8461538461538
2015-08-02 00:00:00+00:00,2384.769230769231
2015-08-03 00:00:00+00:00,3098.153846153846
2015-08-04 00:00:00+00:00,1742.3076923076924
2015-08-05 00:00:00+00:00,3131.3846153846152
2015-08-06 00:00:00+00:00,3193.923076923077
2015-08-07 00:00:00+00:00,3947.4615384615386
2015-08-08 00:00:00+00:00,1386.5384615384614
2015-08-09 00:00:00+00:00,3246.230769230769
2015-08-10 00:00:00+00:00,2651.230769230769
2015-08-11 00:00:00+00:00,2301.6923076923076
2015-08-12 00:00:00+00:00,708.6923076923077
2015-08-13 00:00:00+00:00,3676.923076923077
2015-08-14 00:00:00+00:00,3525.076923076923
2015-08-15 00:00:00+00:00,3273.0
2015-08-16 00:00:00+00:00,3323.846153846154
2015-08-17 00:00:00+00:00,3487.3846153846152
2015-08-18 00:00:00+00:00,3634.230769230769
2015-08-19 00:00:00+00:00,3615.923076923077
2015-08-20 00:00:00+00:00,3715.076923076923
2015-08-21 00:00:00+00:00,3013.769230769231
2015-08-22 00:00:00+00:00,3093.230769230769
2015-08-23 00:00:00+00:00,3029.846153846154
2015-08-24 00:00:00+00:00,2851.769230769231
2015-08-25 00:00:00+00:00,3893.076923076923
2015-08-26 00:00:00+00:00,3620.153846153846
2015-08-27 00:00:00+00:00,3553.230769230769
2015-08-28 00:00:00+00:00,3733.3846153846152
2015-08-29 00:00:00+00:00,2958.6923076923076
2015-08-30 00:00:00+00:00,2410.230769230769
2015-08-31 00:00:00+00:00,1687.7692307692307
2015-09-01 00:00:00+00:00,2048.4615384615386
2015-09-02 00:00:00+00:00,2316.6923076923076
2015-09-03 00:00:00+00:00,3347.076923076923
2015-09-04 00:00:00+00:00,1164.5384615384614
2015-09-05 00:00:00+00:00,3865.3846153846152
2015-09-06 00:00:00+00:00,2898.846153846154
2015-09-07 00:00:00+00:00,4082.846153846154
2015-09-08 00:00:00+00:00,2168.5384615384614
2015-09-09 00:00:00+00:00,2863.076923076923
2015-09-10 00:00:00+00:00,2376.4615384615386
2015-09-11 00:00:00+00:00,2332.5384615384614
2015-09-12 00:00:00+00:00,800.9230769230769
2015-09-13 00:00:00+00:00,2960.3076923076924
2015-09-14 00:00:00+00:00,2757.3076923076924
2015-09-15 00:00:00+00:00,1996.2307692307693
2015-09-16 00:00:00+00:00,1440.1538461538462
2015-09-17 00:00:00+00:00,3210.923076923077
2015-09-18 00:00:00+00:00,3568.230769230769
2015-09-19 00:00:00+00:00,3528.846153846154
2015-09-20 00:00:00+00:00,3635.0
2015-09-21 00:00:00+00:00,3063.076923076923
2015-09-22 00:00:00+00:00,3605.230769230769
2015-09-23 00:00:00+00:00,3346.5384615384614
2015-09-24 00:00:00+00:00,3357.3076923076924
2015-09-25 00:00:00+00:00,3091.3846153846152
2015-09-26 00:00:00+00:00,2703.153846153846
2015-09-27 00:00:00+00:00,2969.5384615384614
2015-09-28 00:00:00+00:00,2397.076923076923
2015-09-29 00:00:00+00:00,1822.923076923077
2015-09-30 00:00:00+00:00,2841.230769230769
2015-10-01 00:00:00+00:00,1766.5384615384614
2015-10-02 00:00:00+00:00,1168.0833333333333
2015-10-03 00:00:00+00:00,3517.076923076923
2015-10-04 00:00:00+00:00,2076.5384615384614
2015-10-05 00:00:00+00:00,3904.5384615384614
2015-10-06 00:00:00+00:00,2199.769230769231
2015-10-07 00:00:00+00:00,4093.5384615384614
2015-10-08 00:00:00+00:00,3027.153846153846
2015-10-09 00:00:00+00:00,3006.230769230769
2015-10-10 00:00:00+00:00,1542.923076923077
2015-10-11 00:00:00+00:00,2309.6923076923076
2015-10-12 00:00:00+00:00,870.7692307692307
2015-10-13 00:00:00+00:00,1212.1538461538462
2015-10-14 00:00:00+00:00,2609.230769230769
2015-10-15 00:00:00+00:00,3013.3846153846152
2015-10-16 00:00:00+00:00,1905.8461538461538
2015-10-17 00:00:00+00:00,1076.6153846153845
2015-10-18 00:00:00+00:00,638.3076923076923
2015-10-19 00:00:00+00:00,921.5384615384615
2015-10-20 00:00:00+00:00,918.6923076923077
2015-10-21 00:00:00+00:00,2370.3846153846152
2015-10-22 00:00:00+00:00,2998.153846153846
2015-10-23 00:00:00+00:00,1388.7692307692307
2015-10-24 00:00:00+00:00,642.3076923076923
2015-10-25 00:00:00+00:00,1225.6923076923076
2015-10-26 00:00:00+00:00,714.3846153846154
2015-10-27 00:00:00+00:00,1227.923076923077
2015-10-28 00:00:00+00:00,1231.3076923076924
2015-10-29 00:00:00+00:00,2134.076923076923
2015-10-30 00:00:00+00:00,2342.153846153846
2015-10-31 00:00:00+00:00,1195.0
2015-11-01 00:00:00+00:00,1628.0
2015-11-02 00:00:00+00:00,1142.3846153846155
2015-11-03 00:00:00+00:00,3594.4615384615386
2015-11-04 00:00:00+00:00,1804.923076923077
2015-11-05 00:00:00+00:00,3866.923076923077
2015-11-06 00:00:00+00:00,1400.6923076923076
2015-11-07 00:00:00+00:00,4035.846153846154
2015-11-08 00:00:00+00:00,2801.769230769231
2015-11-09 00:00:00+00:00,3179.6923076923076
2015-11-10 00:00:00+00:00,1034.923076923077
2015-11-11 00:00:00+00:00,2268.0
2015-11-12 00:00:00+00:00,870.4615384615385
2015-11-13 00:00:00+00:00,2017.6153846153845
2015-11-14 00:00:00+00:00,2061.6153846153848
2015-11-15 00:00:00+00:00,1928.6923076923076
2015-11-16 00:00:00+00:00,1910.1538461538462
2015-11-17 00:00:00+00:00,1817.923076923077
2015-11-18 00:00:00+00:00,1922.3076923076924
2015-11-19 00:00:00+00:00,1853.6153846153845
2015-11-20 00:00:00+00:00,1602.3846153846155
2015-11-21 00:00:00+00:00,1072.7692307692307
2015-11-22 00:00:00+00:00,1521.0
2015-11-23 00:00:00+00:00,2087.153846153846
2015-11-24 00:00:00+00:00,1874.8461538461538
2015-11-25 00:00:00+00:00,1544.4615384615386
2015-11-26 00:00:00+00:00,1899.7692307692307
2015-11-27 00:00:00+00:00,2003.923076923077
2015-11-28 00:00:00+00:00,2041.3076923076924
2015-11-29 00:00:00+00:00,2207.230769230769
2015-11-30 00:00:00+00:00,2104.3076923076924
2015-12-01 00:00:00+00:00,1514.7692307692307
2015-12-02 00:00:00+00:00,1365.25
2015-12-03 00:00:00+00:00,3398.6153846153848
2015-12-04 00:00:00+00:00,2635.076923076923
2015-12-05 00:00:00+00:00,3601.153846153846
2015-12-06 00:00:00+00:00,2335.153846153846
2015-12-07 00:00:00+00:00,4040.846153846154
2015-12-08 00:00:00+00:00,2337.6923076923076
2015-12-09 00:00:00+00:00,2048.4615384615386
2015-12-10 00:00:00+00:00,1253.6923076923076
2015-12-11 00:00:00+00:00,2097.846153846154
2015-12-12 00:00:00+00:00,796.3846153846154
2015-12-13 00:00:00+00:00,612.9230769230769
2015-12-14 00:00:00+00:00,534.3846153846154
2015-12-15 00:00:00+00:00,1138.6153846153845
2015-12-16 00:00:00+00:00,1124.6153846153845
2015-12-17 00:00:00+00:00,944.3076923076923
2015-12-18 00:00:00+00:00,1113.5384615384614
2015-12-19 00:00:00+00:00,1568.4615384615386
2015-12-20 00:00:00+00:00,892.6923076923077
2015-12-21 00:00:00+00:00,1283.8461538461538
2015-12-22 00:00:00+00:00,1368.0
2015-12-23 00:00:00+00:00,1011.6153846153846
2015-12-24 00:00:00+00:00,965.0769230769231
2015-12-25 00:00:00+00:00,1363.3846153846155
2015-12-26 00:00:00+00:00,1202.1538461538462
2015-12-27 00:00:00+00:00,1062.0
2015-12-28 00:00:00+00:00,692.7692307692307
2015-12-29 00:00:00+00:00,989.3846153846154
2015-12-30 00:00:00+00:00,1093.0
2015-12-31 00:00:00+00:00,466.84615384615387
2016-01-01 00:00:00+00:00,665.4615384615385
2016-01-02 00:00:00+00:00,2114.6153846153848
2016-01-03 00:00:00+00:00,3283.153846153846
2016-01-04 00:00:00+00:00,3631.923076923077
2016-01-05 00:00:00+00:00,4224.0
2016-01-06 00:00:00+00:00,4301.076923076923
2016-01-07 00:00:00+00:00,3911.6153846153848
2016-01-08 00:00:00+00:00,3831.6153846153848
2016-01-09 00:00:00+00:00,3340.6153846153848
2016-01-10 00:00:00+00:00,2829.6153846153848
2016-01-11 00:00:00+00:00,1445.1538461538462
2016-01-12 00:00:00+00:00,542.9230769230769
2016-01-13 00:00:00+00:00,1386.8461538461538
2016-01-14 00:00:00+00:00,451.38461538461536
2016-01-15 00:00:00+00:00,970.9230769230769
2016-01-16 00:00:00+00:00,2138.846153846154
2016-01-17 00:00:00+00:00,1035.4615384615386
2016-01-18 00:00:00+00:00,1032.2307692307693
2016-01-19 00:00:00+00:00,846.3076923076923
2016-01-20 00:00:00+00:00,839.6923076923077
2016-01-21 00:00:00+00:00,797.1538461538462
2016-01-22 00:00:00+00:00,681.0769230769231
2016-01-23 00:00:00+00:00,1163.4615384615386
2016-01-24 00:00:00+00:00,1645.6153846153845
2016-01-25 00:00:00+00:00,972.3846153846154
2016-01-26 00:00:00+00:00,803.1538461538462
2016-01-27 00:00:00+00:00,977.4615384615385
2016-01-28 00:00:00+00:00,686.9230769230769
2016-01-29 00:00:00+00:00,705.2307692307693
2016-01-30 00:00:00+00:00,1575.8461538461538
2016-01-31 00:00:00+00:00,1652.0
2016-02-01 00:00:00+00:00,979.3846153846154
2016-02-02 00:00:00+00:00,1288.3076923076924
2016-02-03 00:00:00+00:00,2971.153846153846
2016-02-04 00:00:00+00:00,3064.769230769231
2016-02-05 00:00:00+00:00,4302.923076923077
2016-02-06 00:00:00+00:00,3748.6923076923076
2016-02-07 00:00:00+00:00,3884.0
2016-02-08 00:00:00+00:00,3776.3846153846152
2016-02-09 00:00:00+00:00,3444.4615384615386
2016-02-10 00:00:00+00:00,2985.230769230769
2016-02-11 00:00:00+00:00,1927.3076923076924
2016-02-12 00:00:00+00:00,940.3076923076923
2016-02-13 00:00:00+00:00,546.7692307692307
2016-02-14 00:00:00+00:00,849.2307692307693
2016-02-15 00:00:00+00:00,1644.0
2016-02-16 00:00:00+00:00,2808.230769230769
2016-02-17 00:00:00+00:00,2694.3846153846152
2016-02-18 00:00:00+00:00,932.1538461538462
2016-02-19 00:00:00+00:00,1885.1538461538462
2016-02-20 00:00:00+00:00,2743.0
2016-02-21 00:00:00+00:00,1676.5384615384614
2016-02-22 00:00:00+00:00,1947.1538461538462
2016-02-23 00:00:00+00:00,2435.923076923077
2016-02-24 00:00:00+00:00,1353.3076923076924
2016-02-25 00:00:00+00:00,1620.4615384615386
2016-02-26 00:00:00+00:00,612.7692307692307
2016-02-27 00:00:00+00:00,1205.6153846153845
2016-02-28 00:00:00+00:00,1677.076923076923
2016-02-29 00:00:00+00:00,2668.076923076923
2016-03-01 00:00:00+00:00,318.0769230769231
2016-03-02 00:00:00+00:00,1229.1538461538462
2016-03-03 00:00:00+00:00,3215.0
2016-03-04 00:00:00+00:00,1652.0
2016-03-05 00:00:00+00:00,4288.7692307692305
2016-03-06 00:00:00+00:00,3503.769230769231
2016-03-07 00:00:00+00:00,3751.3076923076924
2016-03-08 00:00:00+00:00,3699.076923076923
2016-03-09 00:00:00+00:00,3134.6923076923076
2016-03-10 00:00:00+00:00,3037.6923076923076
2016-03-11 00:00:00+00:00,1248.923076923077
2016-03-12 00:00:00+00:00,576.3076923076923
2016-03-13 00:00:00+00:00,3601.4615384615386
2016-03-14 00:00:00+00:00,2656.6153846153848
2016-03-15 00:00:00+00:00,1419.0
2016-03-16 00:00:00+00:00,2311.230769230769
2016-03-17 00:00:00+00:00,2361.153846153846
2016-03-18 00:00:00+00:00,1106.076923076923
2016-03-19 00:00:00+00:00,1312.7692307692307
2016-03-20 00:00:00+00:00,1758.8461538461538
2016-03-21 00:00:00+00:00,1208.2307692307693
2016-03-22 00:00:00+00:00,1326.3846153846155
2016-03-23 00:00:00+00:00,2278.153846153846
2016-03-24 00:00:00+00:00,3795.846153846154
2016-03-25 00:00:00+00:00,2559.6153846153848
2016-03-26 00:00:00+00:00,2052.076923076923
2016-03-27 00:00:00+00:00,2491.769230769231
2016-03-28 00:00:00+00:00,1798.3846153846155
2016-03-29 00:00:00+00:00,3092.6153846153848
2016-03-30 00:00:00+00:00,3377.3076923076924
2016-03-31 00:00:00+00:00,2315.0
2016-04-01 00:00:00+00:00,315.9230769230769
2016-04-02 00:00:00+00:00,2263.3076923076924
2016-04-03 00:00:00+00:00,2294.5384615384614
2016-04-04 00:00:00+00:00,472.0769230769231
2016-04-05 00:00:00+00:00,2749.6153846153848
2016-04-06 00:00:00+00:00,3629.4615384615386
2016-04-07 00:00:00+00:00,3566.846153846154
2016-04-08 00:00:00+00:00,3709.769230769231
2016-04-09 00:00:00+00:00,3218.6923076923076
2016-04-10 00:00:00+00:00,2776.6153846153848
2016-04-11 00:00:00+00:00,353.46153846153845
2016-04-12 00:00:00+00:00,359.9230769230769
2016-04-13 00:00:00+00:00,2321.6923076923076
2016-04-14 00:00:00+00:00,3281.846153846154
2016-04-15 00:00:00+00:00,2522.3846153846152
2016-04-16 00:00:00+00:00,1504.2307692307693
2016-04-17 00:00:00+00:00,2583.923076923077
2016-04-18 00:00:00+00:00,3107.153846153846
2016-04-19 00:00:00+00:00,1005.7692307692307
2016-04-20 00:00:00+00:00,948.5384615384615
2016-04-21 00:00:00+00:00,2374.4615384615386
2016-04-22 00:00:00+00:00,1744.1538461538462
2016-04-23 00:00:00+00:00,1916.3846153846155
2016-04-24 00:00:00+00:00,3684.3846153846152
2016-04-25 00:00:00+00:00,4176.153846153846
2016-04-26 00:00:00+00:00,4066.3846153846152
2016-04-27 00:00:00+00:00,2572.5384615384614
2016-04-28 00:00:00+00:00,2745.6923076923076
2016-04-29 00:00:00+00:00,1634.3076923076924
2016-04-30 00:00:00+00:00,3508.0
2016-05-01 00:00:00+00:00,1006.3076923076923
2016-05-02 00:00:00+00:00,1379.3846153846155
2016-05-03 00:00:00+00:00,2542.153846153846
2016-05-04 00:00:00+00:00,2224.769230769231
2016-05-05 00:00:00+00:00,1087.6153846153845
2016-05-06 00:00:00+00:00,3712.6923076923076
2016-05-07 00:00:00+00:00,3660.5384615384614
2016-05-08 00:00:00+00:00,3809.153846153846
2016-05-09 00:00:00+00:00,3253.153846153846
2016-05-10 00:00:00+00:00,2469.3846153846152
2016-05-11 00:00:00+00:00,667.8461538461538
2016-05-12 00:00:00+00:00,811.6153846153846
2016-05-13 00:00:00+00:00,1917.923076923077
2016-05-14 00:00:00+00:00,2597.3076923076924
2016-05-15 00:00:00+00:00,2929.076923076923
2016-05-16 00:00:00+00:00,3750.4615384615386
2016-05-17 00:00:00+00:00,3184.6923076923076
2016-05-18 00:00:00+00:00,3759.769230769231
2016-05-19 00:00:00+00:00,4190.846153846154
2016-05-20 00:00:00+00:00,4288.2307692307695
2016-05-21 00:00:00+00:00,3816.0
2016-05-22 00:00:00+00:00,3013.846153846154
2016-05-23 00:00:00+00:00,3325.076923076923
2016-05-24 00:00:00+00:00,3213.4615384615386
2016-05-25 00:00:00+00:00,2722.3076923076924
2016-05-26 00:00:00+00:00,3216.923076923077
2016-05-27 00:00:00+00:00,3631.6153846153848
2016-05-28 00:00:00+00:00,2224.6153846153848
2016-05-29 00:00:00+00:00,2676.923076923077
2016-05-30 00:00:00+00:00,3539.230769230769
2016-05-31 00:00:00+00:00,4119.538461538462
2016-06-01 00:00:00+00:00,728.3846153846154
2016-06-02 00:00:00+00:00,925.3076923076923
2016-06-03 00:00:00+00:00,2837.230769230769
2016-06-04 00:00:00+00:00,3484.6923076923076
2016-06-05 00:00:00+00:00,1118.2307692307693
2016-06-06 00:00:00+00:00,3794.4615384615386
2016-06-07 00:00:00+00:00,3339.846153846154
2016-06-08 00:00:00+00:00,3922.153846153846
2016-06-09 00:00:00+00:00,3206.4615384615386
2016-06-10 00:00:00+00:00,2625.3076923076924
2016-06-11 00:00:00+00:00,2160.846153846154
2016-06-12 00:00:00+00:00,1528.5384615384614
2016-06-13 00:00:00+00:00,4088.3076923076924
2016-06-14 00:00:00+00:00,4012.153846153846
2016-06-15 00:00:00+00:00,2815.153846153846
2016-06-16 00:00:00+00:00,2450.769230769231
2016-06-17 00:00:00+00:00,3775.5384615384614
2016-06-18 00:00:00+00:00,3958.6153846153848
2016-06-19 00:00:00+00:00,4277.692307692308
2016-06-20 00:00:00+00:00,4277.307692307692
2016-06-21 00:00:00+00:00,4257.615384615385
2016-06-22 00:00:00+00:00,4285.538461538462
2016-06-23 00:00:00+00:00,4154.538461538462
2016-06-24 00:00:00+00:00,3889.0
2016-06-25 00:00:00+00:00,3934.923076923077
2016-06-26 00:00:00+00:00,3743.0
2016-06-27 00:00:00+00:00,3831.4615384615386
2016-06-28 00:00:00+00:00,2145.3846153846152
2016-06-29 00:00:00+00:00,3445.153846153846
2016-06-30 00:00:00+00:00,3854.153846153846
2016-07-01 00:00:00+00:00,508.38461538461536
2016-07-02 00:00:00+00:00,1516.3076923076924
2016-07-03 00:00:00+00:00,1384.5384615384614
2016-07-04 00:00:00+00:00,3807.0
2016-07-05 00:00:00+00:00,1076.3076923076924
2016-07-06 00:00:00+00:00,4146.153846153846
2016-07-07 00:00:00+00:00,1383.0
